FilerEIN,TaxYear,FormAndLineReferenceDesc,ExplanationTxt
912117699,2020,PROCEDURES FOR MONITORING THE USE OF GRANT FUNDS IN THE UNITED STATES,"SCHEDULE I, PART I, LINE 2: BOYS & GIRLS CLUBS OF AMERICA (BGCA) STRIVES TO PROVIDE ON-GOING AND EFFECTIVE TECHNICAL ASSISTANCE, INFORMATION, SYSTEMS AND MONITORING TO HELP ENSURE THAT LOCAL CLUBS RECEIVING PASS-THROUGH GRANTS FROM BGCA SUBSIDIARIES MAKE FULL AND COMPLIANT USE OF ALL FUNDS AWARDED TO EACH BGCA SUBSIDIARY. FOR THE LIFE OF THE GRANT, CONTRACT, ETC., THE FINANCIAL/LEGAL SERVICES, SERVICES TO CLUBS AND FEDERAL GRANTS DEPARTMENTS OF BGCA PROVIDE COMPLIANCE AND FISCAL MANAGEMENT RELATED GUIDANCE AND OVERSIGHT. THROUGHOUT THE PROCESS, INFORMATION AND EDUCATION IS PROVIDED TO CLUB REPRESENTATIVES THROUGH, GRANT ADMINISTRATION TRAININGS; ONLINE VIA WWW.BGCA.NET; AND LETTERS OF AGREEMENT. FURTHER, IN EVERY STATE WHERE GRANTS ARE RECEIVED, A PROGRAM COORDINATOR IS IDENTIFIED TO MONITOR THE GRANT COMPLIANCE AND PROGRAM DELIVERABLES. THE PROGRAM COORDINATORS REVIEW REIMBURSEMENT REQUESTS RECEIVED FROM LOCAL CLUBS FOR ACCURACY, ALLOWABILITY AND APPROPRIATENESS. BGCA ALSO CONDUCTS NUMEROUS ONSITE AUDITS OF LOCAL CLUB ORGANIZATIONS AND THEIR GRANT AND FISCAL MANAGEMENT PROCEDURES, AGAIN TO ENSURE THAT THE CLUBS ARE COMPLIANT WITH THE TERMS OF THE GRANTS AWARDED TO THEM BY BGCA SUBSIDIARIES AND ARE USING THE GRANT FUNDS APPROPRIATELY FOR THE DELIVERABLES OF THE GRANTS. MAJORITY OF THESE SITE VISITS ARE CONDUCTED BY INDEPENDENT CPA FIRMS ON BEHALF OF BGCA."
522028955,2020,"PART I, LINE 2:","PROCEDURES FOR MONITORING THE USE OF GRANT FUNDS IN THE UNITED STATES GRANTS OF OVER $250,000 ARE CIRCULATED TO THE OSPC BOARD FOR APPROVAL. GRANTS OF $250,000 OR LESS ARE APPROVED BY EITHER THE EXCUTIVE DIRECTOR, THE DIRECTOR OR THE CO-DIRECTOR FOR DOMESTIC POLICY GRANT MAKING (EXCEPT IN THE CASE OF A CONFLICT OF INTEREST) IN KEEPING WITH A BUDGET APPROVED BY THE BOARD. THOSE GRANTS ARE REPORTED TO THE BOARD AT THE END OF THE YEAR. GRANT RECIPIENTS ARE REQUIRED TO SUBMIT NARRATIVE AND FINANCIAL REPORTS ON THEIR ACTIVITIES. OSPC STAFF REVIEW AND APPROVE THE REPORTS."
941153307,2020,"PART I, LINE 2:",PROJECT MANAGERS WORK WITH FIELD STAFF TO MONITOR THE USE OF FUNDS THAT ARE GRANTED LOCALLY IN THE FIELD. OUR GRANT AGREEMENTS REQUIRE THAT THE GRANTEE EITHER PROVIDE DOCUMENTATION OF WORK AND RELATED GRANT EXPENSES OR AGREE TO BE AUDITED.
951985500,2020,"Schedule I, Part II","AARP's Office of the Chief of Staff reviews and approves all requests for contributions, taking into consideration the mission of the donee organization and how the contribution will support AARP's goals and advance our mission."
530116130,2020,"Schedule I, Part III LINE 1","THE NRA JEANNE E. BRAY MEMORIAL SCHOLARSHIP AWARDS PROGRAM IS NAMED IN HONOR AND RECOGNITION OF THE GROUNDBREAKING POLICE OFFICER JEANNE E. BRAY, A SHOOTING CHAMPION AND PAST MEMBER OF THE NRA BOARD OF DIRECTORS. JEANNE E. BRAY WAS THE FIRST FEMALE DETECTIVE ON BURGLARY SQUAD, WHICH HAS EVOLVED INTO TODAY'S MODERN SWAT TEAMS. SHE WAS THE FIRST FEMALE POLICE OFFICER TO EARN THE NRA POLICE MARKSMANSHIP ""DISTINGUISHED"" BAR, AND SHE WON THE NATIONAL WOMEN'S POLICE PISTOL COMBAT CHAMPIONSHIP FIVE TIMES FROM 1962 TO 1967. THE PROGRAM OFFERS SCHOLARSHIPS OF UP TO $2,500 PER SEMESTER, UP TO $6,000 PER YEAR FOR A MAXIMUM OF FOUR YEARS, TO DEPENDENT CHILDREN OF ANY PUBLIC LAW ENFORCEMENT OFFICER KILLED IN THE LINE OF DUTY WHO WAS AN NRA MEMBER AT THE TIME OF DEATH, AND TO DEPENDENT CHILDREN OF ANY CURRENT OR RETIRED LAW ENFORCEMENT OFFICERS WHO ARE LIVING AND HAVE CURRENT NRA MEMBERSHIP. THE MEMBERSHIP RESTRICTION IS PERMITTED BY LAW BECAUSE THE NRA JEANNE E. BRAY MEMORIAL SCHOLARSHIP AWARDS PROGRAM IS A 501(C)(4) PROGRAM. SCHOLARSHIP AWARDS ARE PAID DIRECTLY TO THE EDUCATIONAL INSTITUTION."
530116130,2020,"Schedule I, Part I, Line 2 Procedures for monitoring use of grant funds.","THE NATIONAL FOUNDATION FOR WOMEN LEGISLATORS PARTNERS WITH THE NATIONAL RIFLE ASSOCIATION FOR THE ANNUAL NFWL/NRA BILL OF RIGHTS ESSAY SCHOLARSHIP CONTEST FOR FEMALE HIGH SCHOOL JUNIORS AND SENIORS. THE NRA ACTIVELY ASSISTS NATIONAL FOUNDATION OF WOMEN LEGISLATORS IN THE SELECTION AND ADMINISTRATION OF NFWL SCHOLARSHIPS FOR COLLEGE. NFWL SCHOLARSHIP APPLICATIONS ARE ASSESSED ON THE ELEMENTS OF HISTORICAL RESEARCH, INSIGHT AND PERSPECTIVE, DEMONSTRATED UNDERSTANDING OF THE AMERICAN CONSTITUTION, INSPIRATIONAL QUALITY, AND MEANINGFUL PERSONAL CONNECTION. SCHOLARSHIP AWARDS ARE PAID DIRECTLY TO THE EDUCATIONAL INSTITUTION."
264683543,2020,Part I 2,American Encore carefully evaluates the missions and activities of
264683543,2020,Part I 2,organizations prior to making any grants to ensure that funds are
264683543,2020,Part I 2,used only for taxexempt education and social welfare purposes of recognized
264683543,2020,Part I 2,taxexempt section 501c4 organizations Grants are accompanied
264683543,2020,Part I 2,by a letter of transmittal indicating how grant funds may be used The
264683543,2020,Part I 2,organization maintains records in its corporate and accounting records
264683543,2020,Part I 2,regarding the amounts of grants made to organizations the status of those
264683543,2020,Part I 2,organizations and the approval of grants by the board of directors The
264683543,2020,Part I 2,organization does not currently have procedures for monitoring
264683543,2020,Part I 2,the use of grant funds in the United States once grants are made
941461312,2020,"PART I, LINE 2:","THE ORGANIZATION AWARDS GRANTS AND PROVIDES OTHER ASSISTANCE THROUGH CONTRIBUTIONS AND/OR SPONSORSHIPS FOR PROGRAMS THAT FOSTER DENTAL HEALTH AND EDUCATION, AS WELL AS COMMUNITY SUPPORT. THROUGH THESE GRANTS, CONTRIBUTIONS AND SPONSORSHIPS, THE ORGANIZATION HELPS FINANCE HEALTH, EDUCATION, AND RESEARCH PROJECTS IN DENTISTRY, HEALTH AND HUMAN SERVICES, AND CIVIC AND/OR COMMUNITY ACTIVITIES. INDIVIDUAL GRANTS, CONTRIBUTIONS AND/OR SPONSORSHIPS WILL GENERALLY NOT EXCEED $100,000 WITH EXCEPTION OF THE CONTRIBUTION MADE TO THE DELTA DENTAL COMMUNITY CARE FOUNDATION. GRANTS WILL BE LIMITED TO ONE-YEAR PROJECTS, SUBJECT TO RENEWAL. EXCEPT IN SPECIAL CASES, AN ORGANIZATION/ENTITY WILL NOT BE ELIGIBLE FOR MORE THAN ONE GRANT DURING ANY YEAR."
208802884,2020,"PART I, LINE 2:",THE ORGANIZATION MAINTAINS COPIES OF THE AGREEMENTS AND MONITORS EACH GRANTEE'S PERFORMANCE.
382180137,2020,Part I Line 2,HWMC grants funds on a cost reimbursement basis We use a
382180137,2020,Part I Line 2,detailed questionaire for grant applications and require
382180137,2020,Part I Line 2,vendor quotesinvoices where applicable Prior to
382180137,2020,Part I Line 2,reimbursing HWMC asks for proof of commitment
382180137,2020,Part I Line 2,from the requestor such as a copy of a paid invoice
382180137,2020,Part I Line 2,and picture of completed activity
231968136,2021,"PART I, LINE 2:","FFC FUNDS THAT MAKE GRANTS TO ORGANIZATIONS FALL UNDER TWO CATEGORIES. THE FIRST GROUP OF FUNDS MAKE GRANTS TO DESIGNATED ORGANIZATION(S) ON AN ONGOING BASIS. THE DESIGNATED RECIPIENTS OF THOSE GRANTS ARE ASKED TO REPORT ON A PERIODIC BASIS DIRECTLY TO THE CHARITABLE SERVICES COMMITTEE, A STANDING COMMITTEE OF THE BOARD OF DIRECTORS. OTHER FUNDS USE DISTRIBUTION COMMITTEES TO REVIEW GRANT APPLICATIONS 1-3 TIMES PER YEAR. THESE DISTRIBUTION COMMITTEES REPORT PERIODICALLY TO THE CHARITABLE SERVICES COMMITTEE AND, IN TURN, THE DISTRIBUTION COMMITTEES ASK THAT GRANTEES PROVIDE THE DISTRIBUTION COMMITTEE WITH A REPORT ON THE GRANTEE'S USE OF THE GRANT WITHIN A SPECIFIED TIME PERIOD, NORMALLY A YEAR AFTER THE GRANT IS RECEIVED."
300108263,2021,"PART I, LINE 2:","A WRITTEN REPORT SIGNED BY AN APPROPRIATE OFFICER AND/OR AGENT MUST BE FURNISHED TO THE FOUNDATION TO THE ATTENTION OF COURTNEY ESKEW, DIRECTOR OF VETTING AND GRANTS MANAGEMENT, WITHIN SIX (6) MONTHS OF THE SPECIFIED EXPENDITURE DATE OR THE GRANT IS OTHERWISE TERMINATED. THIS REPORT MUST INCLUDE ALL INFORMATION RELATED TO EXPENDITURES UNDER THE GRANT (INCLUDING SALARIES, TRAVEL, AND SUPPLIES). THE RECIPIENT ORGANIZATION'S WRITTEN REPORT, INCLUDING THE FINAL WRITTEN REPORT, MUST CONTAIN TWO PARTS: A NARRATIVE ACCOUNT AND A FINANCIAL ACCOUNT."
953950424,2021,"PART I, LINE 2:",THE ORGANIZATION DOES NOT MONITOR THE USE OF THE FUNDS SINCE THEY ARE NOT DESIGNATED TO A SPECIFIC PURPOSE.
110303001,2021,"SCHEDULE I, PART I, LINE 2","THE REPORTING OF GRANT ACTIVITY ON SCHEDULE I REFLECTS THE AGGREGATE GIVING OF FIDELITY CHARITABLE TO THE LISTED IRC 501(C)(3) EXEMPT ORGANIZATIONS. AS A DONOR ADVISED FUND SPONSORING ORGANIZATION, FIDELITY CHARITABLE RECEIVES ADVICE FROM ITS DONOR ADVISORS ON GRANTS TO PUBLIC CHARITIES. ALTHOUGH FOR SCHEDULE I PURPOSES A RECIPIENT ORGANIZATION IS ONLY LISTED ONCE, THE TOTAL AMOUNT GIVEN MAY REFLECT ADVISED DONATIONS FROM MANY GIVING ACCOUNTS. FIDELITY CHARITABLE MAKES GRANTS TO IRS-QUALIFIED 501(C)(3) CHARITABLE ORGANIZATIONS WHERE THE FUNDS DISTRIBUTED WILL BE USED EXCLUSIVELY FOR CHARITABLE PURPOSES. FIDELITY CHARITABLE REQUIRES THE CHARITABLE GRANT RECIPIENT TO CERTIFY THAT (I) YOUR ORGANIZATION IS FORMED UNDER THE LAWS OF THE U.S. AND ITS TERRITORIES AND IS A PUBLIC CHARITY DESCRIBED IN INTERNAL REVENUE CODE SECTION 509(A)(1)-(3), OR A PRIVATE OPERATING FOUNDATION DESCRIBED IN IRC SEC. 4942(J)(3); (II) THIS GRANT WILL BE USED EXCLUSIVELY FOR YOUR ORGANIZATION'S EXEMPT PURPOSES; (III) NEITHER THE RECOMMENDING DONOR NOR ANY OTHER PARTY WILL RECEIVE GOODS, SERVICES OR IMPERMISSIBLE BENEFITS (E.G., TUITION, MEMBERSHIPS OR DUES WITH MORE THAN INCIDENTAL BENEFITS, ADMISSION TO EVENTS OR GOODS BOUGHT AT AUCTION) AS A RESULT OF THIS GRANT; (IV) THIS GRANT DOES NOT SATISFY ANY PORTION OF A FINANCIAL OBLIGATION (INCLUDING AN ENFORCEABLE PLEDGE) OF ANY PARTY; (V) THIS GRANT WILL NOT BE USED FOR POLITICAL CONTRIBUTIONS OR CAMPAIGN ACTIVITIES; AND (VI) YOUR ORGANIZATION DOES NOT DEVOTE MORE THAN AN INSUBSTANTIAL PART OF ITS ACTIVITIES TO ATTEMPTING TO INFLUENCE LEGISLATION BY PROPAGANDA OR OTHERWISE (OR HAS MADE AN ELECTION UNDER IRC SEC. 501(H) AND COMPLIES WITH THE LIMITATIONS THEREUNDER). IN ADDITION, FIDELITY CHARITABLE CONDUCTS A ROBUST REVIEW OF EACH GRANT RECOMMENDATION AND TAKES INTO CONSIDERATION DATA FROM A VARIETY OF SOURCES, RANGING FROM IRS DATABASES, PUBLIC RECORDS REGARDING LITIGATION AND GOVERNMENTAL PROCEEDINGS, TO MANY OTHER SOURCES OF INFORMATION, INCLUDING, BUT NOT LIMITED TO, NEWS REPORTS AND INFORMATION PROVIDED BY DONORS, GRANTEES, AND OTHERS. MOREOVER, WHEREVER NECESSARY, FIDELITY CHARITABLE REQUIRES DOCUMENTATION AND CERTIFICATION REGARDING THE CHARITABLE ACTIVITIES AND USE OF FIDELITY CHARITABLE GRANTS FROM CHARITABLE GRANT RECIPIENTS. FIDELITY CHARITABLE MAY ALSO WORK WITH THE RECOMMENDING DONORS TO VERIFY THAT FUNDS WILL BE USED EXCLUSIVELY FOR PROPER CHARITABLE PURPOSES."
461191706,2021,Grantmaker's Description of How Grants are Used,THE ORGANIZATION USES A PLATFORM TO TRACK ALL DONATIONS GIVEN TO VARIOUS DOMESTIC ORGANIZATIONS.
611740292,2021,"Schedule I, Part I, Line 2 Procedures for monitoring use of grant funds.","Spectrum Health only provides grants to organizations that have a mission and values that closely align with the mission and values of Spectrum Health. Spectrum Health focuses on providing grants to organizations that improve the health of the underserved in the community and/or organizations that increase access to health care. Recipients receiving grants greater than $25,000 are required to submit to Spectrum Health quarterly itemized financial reports. For grants less than $25,000 Spectrum Health documents the restriction of the funds for specific programs that support the underserved or increase access to health care. The purpose of not requesting financial reports for smaller gifts is due to the significant level of effort that it would impose upon the community organizations who often have limited resources to provide the documentation. Spectrum Health provides scholarships to local high school or college students pursuing medical careers. To be eligible for the scholarship students must provide academic transcripts and/or letter of acceptance from an accredited college. Scholarship funds are paid directly to the student's college."
412186719,2021,"PART I, LINE 2","SRM'S PURPOSE IS TO SUPPORT THE ACTIVITIES OF SIMR, WHICH CONDUCTS BASIC CELL AND MOLECULAR BIOLOGY RESEARCH. BESIDES GIVING FINANCIAL SUPPORT TO SIMR, SRM ALSO HELPS MANAGE SIMR'S ENDOWMENT, PROVIDES MANAGEMENT SUPPORT AND FUNDRAISES FOR ITS BENEFIT. THE MANAGEMENT SUPPORT INVOLVES ASSISTING IN PLANNING FOR THE STRATEGIC DIRECTION OF SIMR, OPERATIONAL PLANNING, DEVELOPMENT AND IMPLEMENTATION OF STRATEGIC BUSINESS PLANS, INCLUDING FINANCE, LEGAL, HUMAN RESOURCES AND OTHER CORPORATE FUNCTIONS. THE CONTRIBUTIONS, GRANTS AND INCOME FROM SRM'S ENDOWMENT ARE USED TO SUPPORT THE EXEMPT ACTIVITIES OF SIMR."
412186719,2021,"PART II, LINE (1), COLUMN (H)",FINANCIAL SUPPORT TO ASSIST WITH SUPPORT ORGANIZATION'S SCIENTIFIC DISCOVERIES AND GIFT ANNUITY OBLIGATION.
412186719,2021,"PART II, LINE (2), COLUMN (H)","FINANCIAL SUPPORT TO ASSIST WITH BVC'S EXEMPT PURPOSE TO SUPPORT, BENEFIT, AND CARRY OUT THE PURPOSES OF ITS SUPPORTED ORGANIZATION."
912117699,2021,PROCEDURES FOR MONITORING THE USE OF GRANT FUNDS IN THE UNITED STATES,"SCHEDULE I, PART I, LINE 2: BOYS & GIRLS CLUBS OF AMERICA (BGCA) STRIVES TO PROVIDE ON-GOING AND EFFECTIVE TECHNICAL ASSISTANCE, INFORMATION, SYSTEMS AND MONITORING TO HELP ENSURE THAT LOCAL CLUBS RECEIVING PASS-THROUGH GRANTS FROM BGCA SUBSIDIARIES MAKE FULL AND COMPLIANT USE OF ALL FUNDS AWARDED TO EACH BGCA SUBSIDIARY. FOR THE LIFE OF THE GRANT, CONTRACT, ETC., THE FINANCIAL/LEGAL SERVICES, SERVICES TO CLUBS AND FEDERAL GRANTS DEPARTMENTS OF BGCA PROVIDE COMPLIANCE AND FISCAL MANAGEMENT RELATED GUIDANCE AND OVERSIGHT. THROUGHOUT THE PROCESS, INFORMATION AND EDUCATION IS PROVIDED TO CLUB REPRESENTATIVES THROUGH, GRANT ADMINISTRATION TRAININGS; ONLINE VIA WWW.BGCA.NET; AND LETTERS OF AGREEMENT. FURTHER, IN EVERY STATE WHERE GRANTS ARE RECEIVED, A PROGRAM COORDINATOR IS IDENTIFIED TO MONITOR THE GRANT COMPLIANCE AND PROGRAM DELIVERABLES. THE PROGRAM COORDINATORS REVIEW REIMBURSEMENT REQUESTS RECEIVED FROM LOCAL CLUBS FOR ACCURACY, ALLOWABILITY AND APPROPRIATENESS. BGCA ALSO CONDUCTS NUMEROUS ONSITE AUDITS OF LOCAL CLUB ORGANIZATIONS AND THEIR GRANT AND FISCAL MANAGEMENT PROCEDURES, AGAIN TO ENSURE THAT THE CLUBS ARE COMPLIANT WITH THE TERMS OF THE GRANTS AWARDED TO THEM BY BGCA SUBSIDIARIES AND ARE USING THE GRANT FUNDS APPROPRIATELY FOR THE DELIVERABLES OF THE GRANTS. MAJORITY OF THESE SITE VISITS ARE CONDUCTED BY INDEPENDENT CPA FIRMS ON BEHALF OF BGCA."
237401870,2021,"PART I, LINE 2:",THE EXECUTIVE COMMITTEE/BOARD OF TRUSTEES' REVIEW AND MONITOR THE USE OF THE ASSISTANCE FUNDS
980127096,2021,"SCHEDULE I, PART I, LINE 2:","ALL DISBURSEMENTS FROM UQ ARE MADE IN THE FURTHERANCE OF UQ'S EXEMPT PURPOSE AND REVIEWED AND APPROVED BY AUTHORIZED FINANCIAL DELEGATES. UQ ALSO HAS A DESIGNATED CONTRACTS & GRANTS TEAM WHO MONITOR AND REPORT TO INTERNAL AND EXTERNAL BODIES ON GRANTS, INCLUDING THE EXPENDITURE INCURRED AND WHETHER THE DEALINGS ARE IN ACCORDANCE WITH THE CONTRACT/AGREED TERMS."
980127096,2021,"SCHEDULE I, PART II, COLUMN H, LINE 1:",SURVEY RESEARCH SERVICES
980127096,2021,"SCHEDULE I, PART II, COLUMN H, LINE 4:",JUVENILE DIABETES RESEARCH
980127096,2021,"SCHEDULE I, PART II, COLUMN H, LINE 6:",SAMPLING METHODOLOGIES
980127096,2021,"SCHEDULE I, PART II, COLUMN H, LINE 8:",ADVANCED MODELLING FOR MARINE RESEARCH
980127096,2021,"SCHEDULE I, PART II, COLUMN H, LINE 9:",STUDYING SENSORY NETWORKS IN BRAIN
203270502,2021,"PART I, LINE 2:","SPI GIVES GRANTS TO OTHER 501(c)(4) ORGANIZATIONS THAT SHARE SPI'S PRIMARY EXEMPT PURPOSE DESCRIBED IN FORM 990, PART III, LINE 1. SPI RECEIVES REGULAR REPORTS FROM ITS GRANT RECIPIENTS THAT DETAIL HOW FUNDS WERE SPENT TO CONFIRM THEY WERE APPROPRIATE FOR THE PURPOSE OF THE GRANT. THESE REPORTS ARE REVIEWED BY SENIOR MANAGEMENT."
203270502,2021,"PART II, LINE (1), COLUMN (H):","FINANCIAL SUPPORT TO EXEMPT ORGANIZATION, MISSOURI COALITION FOR LIFESAVING CURES, THAT IS ACTIVELY ENGAGED IN SIMILAR ACTIVITIES AS DESCRIBED IN SPI'S EXEMPT PURPOSE."
611740292,2022,"SCHEDULE I, PART I, LINE 2","PROCEDURES FOR MONITORING USE OF GRANT FUNDS. COREWELL HEALTH AND ITS AFFILIATES PROVIDE GRANTS TO ORGANIZATIONS THAT HAVE A MISSIONS AND VALUES THAT CLOSELY ALIGN WITH THE MISSION AND VALUES OF COREWELL HEALTH. COREWELL HEALTH FOCUSES ON PROVIDING GRANTS TO ORGANIZATIONS THAT IMPROVE THE HEALTH OF THE UNDERSERVED IN THE COMMUNITY AND/OR ORGANIZATIONS THAT INCREASE ACCESS TO HEALTH CARE. RECIPIENTS RECEIVING GRANTS GREATER THAN $25,000 ARE REQUIRED TO SUBMIT TO COREWELL HEALTH QUARTERLY ITEMIZED FINANCIAL REPORTS. FOR GRANTS LESS THAN $25,000 COREWELL HEALTH DOCUMENTS THE RESTRICTION OF THE FUNDS FOR SPECIFIC PROGRAMS THAT SUPPORT THE UNDERSERVED OR INCREASE ACCESS TO HEALTH CARE. THE PURPOSE OF NOT REQUESTING FINANCIAL REPORTS FOR SMALLER GIFTS IS DUE TO THE SIGNIFICANT LEVEL OF EFFORT THAT IT WOULD IMPOSE UPON THE COMMUNITY ORGANIZATIONS WHO OFTEN HAVE LIMITED RESOURCES TO PROVIDE THE DOCUMENTATION. COREWELL HEALTH PROVIDES SCHOLARSHIPS TO LOCAL HIGH SCHOOL OR COLLEGE STUDENTS PURSUING MEDICAL CAREERS. TO BE ELIGIBLE FOR THE SCHOLARSHIP STUDENTS MUST PROVIDE ACADEMIC TRANSCRIPTS AND/OR LETTER OF ACCEPTANCE FROM AN ACCREDITED COLLEGE. SCHOLARSHIP FUNDS ARE PAID DIRECTLY TO THE STUDENT'S COLLEGE. STIPENDS: ENTITIES WITHIN THE GROUP RETURN PROVIDE STIPENDS TO MEDICAL RESIDENTS. APPLICANTS ARE SCORED USING SEVERAL KEY CRITERIA, THEN RANKED ACCORDINGLY. GRANTS WERE AWARDED SUPPORTING 921 MEDICAL RESIDENTS IN 2022."
510198509,2022,"PART I, LINE 2:","TIDES CONDUCTS DUE DILIGENCE IN ADVANCE OF FUNDING, INCLUDING REVIEW OF THE GROUP'S TAX-EXEMPT STATUS AND WHETHER THE GRANT WILL ADVANCE TIDES' MISSION. ALL GRANTEES RECEIVE A WRITTEN GRANT AWARD NOTIFICATION. BY ACCEPTING PAYMENT, THE GRANTEE AGREES TO THE TERMS AND CONDITIONS. IF A GRANT IS RESTRICTED TO A SPECIFIC PROGRAM OR SPECIFIC ACTIVITIES, GRANTEES ARE REQUIRED TO RETURN ANY PORTION OF THE GRANT NOT USED FOR THE STATED PURPOSE OR ANY CHANGE OF THE PURPOSES FOR WHICH THE GRANT MAY BE USED MUST BE REQUESTED AND APPROVED IN WRITING IN ADVANCE BY TIDES. AWARD NOTIFICATIONS FOR GRANTS THAT ARE RESTRICTED TO A NON-LOBBYING PURPOSE ALSO PROHIBIT THE USE OF GRANT FUNDS TO ENGAGE IN LOBBYING ACTIVITY. BASED ON A RISK ASSESSMENT AND CONSIDERATION OF THE GRANTEE'S TAX-EXEMPT STATUS, PERIODIC OR FINAL NARRATIVE AND FINANCIAL REPORTS DESCRIBING USE OF GRANTS FUNDS ARE REQUIRED FOR CERTAIN GRANTS. ALL GRANTS REQUIRING EXPENDITURE RESPONSIBILITY ARE MADE IN COMPLIANCE WITH THE EXPENDITURE RESPONSIBILITY RULES PROVIDED UNDER IRC SECTION 4945(H). REPORTS ARE REQUIRED FOR EACH YEAR UNTIL THE GRANT FUNDS ARE FULLY EXPENDED. REPORTS FOR THE GRANTEE MUST PROVIDE: (I) A DETAILED ACCOUNT OF HOW THE GRANT FUNDS HAVE BEEN USED, (II) CONFIRMATION THAT THE GRANTEE HAS COMPLIED WITH THE TERMS AND CONDITIONS OF THE GRANT, AND (III) A DESCRIPTION OF THE PROGRESS TOWARD ACHIEVING THE GRANT'S PURPOSE(S). THE REPORTS ARE REVIEWED TO CONFIRM THAT ALL OF THE FUNDS HAVE BEEN USED FOR CHARITABLE OR EDUCATIONAL PURPOSES AND IN ACCORDANCE WITH THE GRANT AGREEMENT. A FINAL REPORT MUST INDICATE FULL EXPENDITURE AND ACCOUNTING FOR ALL GRANT FUNDS. NO ADDITIONAL GRANTS WILL BE APPROVED FOR THE REPORTING ORGANIZATION IF THE FINAL REPORT IS NOT SUBMITTED AND APPROVED. ALL GRANTS REQUIRING EXPENDITURE RESPONSIBILITY ARE MADE IN COMPLIANCE WITH THE EXPENDITURE RESPONSIBILITY RULES PROVIDED UNDER IRC SECTION 4945(H). REPORTS ARE REQUIRED FOR EACH YEAR UNTIL THE GRANT FUNDS ARE FULLY EXPENDED. REPORTS FOR THE GRANTEE MUST PROVIDE: (I) A DETAILED ACCOUNT OF HOW THE GRANT FUNDS HAVE BEEN USED, (II) CONFIRMATION THAT THE GRANTEE HAS COMPLIED WITH THE TERMS AND CONDITIONS OF THE GRANT, AND (III) A DESCRIPTION OF THE PROGRESS TOWARD ACHIEVING THE GRANT'S PURPOSE(S). THE REPORTS ARE REVIEWED TO CONFIRM THAT ALL OF THE FUNDS HAVE BEEN USED FOR CHARITABLE OR EDUCATIONAL PURPOSES AND IN ACCORDANCE WITH THE GRANT AGREEMENT. A FINAL REPORT MUST INDICATE FULL EXPENDITURE AND ACCOUNTING FOR ALL GRANT FUNDS. NO ADDITIONAL GRANTS WILL BE APPROVED FOR THE REPORTING ORGANIZATION IF THE FINAL REPORT IS NOT SUBMITTED AND APPROVED."
530183181,2022,"Part I, Line 2:",The Organization enters into a written grant agreement with the grantee that includes specific financial and programmatic accomplishment reporting requirements.
810739440,2022,"PART I, LINE 2","PROCEDURES FOR MONITORING GRANTS IN THE US THE FOUNDATIONS BOARD HAS THE FINAL AUTHORITY OVER GRANT DISTRIBUTIONS. DONORS (AND EMPLOYEES OF EMPLOYERS WHO ARE DONORS) WILL BE ENTITLED TO PROVIDE ADVICE REGARDING POTENTIAL DISTRIBUTIONS FROM THE DONOR-ADVISED FUNDS. THE FOUNDATION IS NOT REQUIRED TO FOLLOW SUCH ADVICE, AND IT MAINTAINS FULL CONTROL AND DISCRETION OVER ALL DONATED FUNDS, AS REQUIRED BY LAW. THE FOUNDATION PERFORMS DUE DILIGENCE TO ENSURE THAT ALL GRANTEES ARE ELIGIBLE SECTION 501(C)(3) AND 170(B)(1)(A) ORGANIZATIONS."
135661832,2022,Pt I Line 2,"Plan International USA, Inc. is the United States member organization of Plan International, Inc. (""PII""). Plan International USA implements the vast majority of its international activities through PII and the amount represents the program support funding transferred or accrued to PII during the year ended June 30, 2023 to support programs that benefitted more than 41 million children in over 80 countries."
135661832,2022,Pt I Line 2,"Plan International USA monitors funds transferred to PII regularly throughout each fiscal year. Plan International USA staff are involved in the planning, design, and implementation of programs that are currently administered through PII and work directly with staff of PII in these matters. Some of specific activities include:"
135661832,2022,Pt I Line 2,1. Plan International USA has access to and regularly reviews the global organization's intranet site which includes significant amounts of data on the program activities being conducted throughout all of the program locations.
135661832,2022,Pt I Line 2,2. Plan International USA has regular access to the financial reporting which allows for the monitoring of programs on a budget vs. actual basis as well as providing some detail on the types of spending that are conducted in the field so that the monitoring of the scope of work can be done.
135661832,2022,Pt I Line 2,3. Plan International USA can review the results of the work conducted by PII's Global Assurance Unit (i.e. Internal Audit) to gain satisfaction over the procedures and controls that are in place at the program locations.
135661832,2022,Pt I Line 2,4. Plan International USA staff conduct regular field visits whereby they perform program monitoring and evaluation work as well as providing technical program backstopping.
135661832,2022,Pt I Line 2,5. Plan International USA has representation on many of the global management committees and consortia that are in place to help oversee and guide the work of PII.
135661832,2022,Pt I Line 2,6. An aspect of the global governance structure provides that the member organizations of the global organization (Plan International USA is the U.S. member of Plan International) share in the governance of the global organization via representation on the Plan International Member's Assembly. The Member's Assembly is composed of delegates from each member organization around the world. Plan International USA currently has 2 delegates which are elected by the Board of Directors of Plan International USA. The Member's Assembly serves as the governance and policy setting Board for the worldwide organization.
135661832,2022,Pt I Line 2,"Overall, there is open communication between Plan International USA and PII which provides for effective and timely oversight of the use of funding provided by Plan International USA to PII."
