situation,EIN,Name,OrgType,file,TaxYr,ReturnTypeCd,IRS990,IRS990Size,IRS990ScheduleA,IRS990ScheduleASize,IRS990ScheduleB,IRS990ScheduleBSize,IRS990ScheduleD,IRS990ScheduleDSize,IRS990ScheduleF,IRS990ScheduleFSize,IRS990ScheduleG,IRS990ScheduleGSize,IRS990ScheduleI,IRS990ScheduleISize,IRS990ScheduleM,IRS990ScheduleMSize,IRS990ScheduleO,IRS990ScheduleOSize,IRS990ScheduleR,IRS990ScheduleRSize,IRS990ScheduleL,IRS990ScheduleLSize,IRS990ScheduleJ,IRS990ScheduleJSize,IRS990ScheduleC,IRS990ScheduleCSize,IRS990PF,IRS990PFSize,AccountingFeesSchedule,AccountingFeesScheduleSize,InvestmentsCorpStockSchedule,InvestmentsCorpStockScheduleSize,OtherIncreasesSchedule,OtherIncreasesScheduleSize,TaxesSchedule,TaxesScheduleSize,OtherExpensesSchedule,OtherExpensesScheduleSize,DepreciationSchedule,DepreciationScheduleSize,LandEtcSchedule2,LandEtcSchedule2Size,OtherAssetsSchedule,OtherAssetsScheduleSize,OtherIncomeSchedule2,OtherIncomeSchedule2Size,OtherLiabilitiesSchedule,OtherLiabilitiesScheduleSize,LegalFeesSchedule,LegalFeesScheduleSize,GainLossSaleOtherAssetsSch,GainLossSaleOtherAssetsSchSize,InvestmentsOtherSchedule2,InvestmentsOtherSchedule2Size,OtherDecreasesSchedule,OtherDecreasesScheduleSize,OtherProfessionalFeesSchedule,OtherProfessionalFeesScheduleSize,GeneralExplanationAttachment,GeneralExplanationAttachmentSize,InvestmentsCorpBondsSchedule,InvestmentsCorpBondsScheduleSize,InvestmentsGovtObligationsSch,InvestmentsGovtObligationsSchSize,ExplnOfNonFilingWithAGStmt,ExplnOfNonFilingWithAGStmtSize,SubstantialContributorsSch,SubstantialContributorsSchSize,AppliedToPriorYearElection,AppliedToPriorYearElectionSize,AllOthProgRltdInvestmentsSch,AllOthProgRltdInvestmentsSchSize,OtherReceivablesOfficersSch,OtherReceivablesOfficersSchSize,IRS990EZ,IRS990EZSize,TransferPrsnlBnftContractsDecl,TransferPrsnlBnftContractsDeclSize,ReasonableCauseExplanation,ReasonableCauseExplanationSize,CompensationExplanation,CompensationExplanationSize,IRS990ScheduleN,IRS990ScheduleNSize,IRS990ScheduleE,IRS990ScheduleESize,TransfersFrmControlledEntities,TransfersFrmControlledEntitiesSize,TransfersToControlledEntities,TransfersToControlledEntitiesSize,ExpenditureResponsibilityStmt,ExpenditureResponsibilityStmtSize,OtherNotesLoansRcvblLongSch,OtherNotesLoansRcvblLongSchSize,CashDeemedCharitableExplnStmt,CashDeemedCharitableExplnStmtSize,IRS990ScheduleK,IRS990ScheduleKSize,AffiliatedGroupSchedule,AffiliatedGroupScheduleSize,IRS990ScheduleH,IRS990ScheduleHSize,MortgagesAndNotesPayableSch,MortgagesAndNotesPayableSchSize,SalesOfInventoryList,SalesOfInventoryListSize,InvestmentsLandSchedule2,InvestmentsLandSchedule2Size,OtherNotesLoansRcvblShortSch2,OtherNotesLoansRcvblShortSch2Size,ContractorCompensationExpln,ContractorCompensationExplnSize,LoansFromOfficersSchedule,LoansFromOfficersScheduleSize,ReductionExplanationStatement,ReductionExplanationStatementSize,LiquidationExplanationStmt,LiquidationExplanationStmtSize,DissolutionStmt,DissolutionStmtSize,ActyNotPreviouslyRptExpln,ActyNotPreviouslyRptExplnSize,DistributionFromCorpusElection,DistributionFromCorpusElectionSize,AveragingAttachment,AveragingAttachmentSize,CashDistributionExplnStmt,CashDistributionExplnStmtSize,AmortizationSchedule,AmortizationScheduleSize,EmployeeCompensationExpln,EmployeeCompensationExplnSize,ExplanOfLegisPoliticalActvts,ExplanOfLegisPoliticalActvtsSize,AffiliateListing,AffiliateListingSize,AffiliatedGroupAttachment,AffiliatedGroupAttachmentSize,BorrowedFundsElection,BorrowedFundsElectionSize,TaxUnderSection511Statement,TaxUnderSection511StatementSize
A 501c3 filed a 990 containing IRS990ScheduleL in 2018.,846059504,ASPEN CENTER FOR PHYSICS,501c3,xml\2020\2020_02A\202010459349301146_public.xml,2018,990,1.0,240.0,1.0,11.0,1.0,1.0,1.0,29.0,1.0,23.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,10.0,0.0,0.0,1.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A 501c3 filed a 990 containing IRS990ScheduleJ in 2018.,208295721,UPMC GROUP,501c3,xml\2020\2020_04A\202021909349301007_public.xml,2018,990,1.0,1056.0,1.0,52.0,1.0,1.0,1.0,36.0,1.0,28.0,1.0,1.0,1.0,255.0,1.0,40.0,1.0,18.0,1.0,484.0,1.0,2.0,1.0,220.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A 501c3 filed a 990 containing IRS990ScheduleC in 2018.,204329740,ENDOWMENT FOR MIDDLE EAST TRUTH,501c3,xml\2019\2019_02A\201903199349310630_public.xml,2018,990,1.0,292.0,1.0,20.0,1.0,1.0,1.0,42.0,0.0,0.0,1.0,37.0,0.0,0.0,1.0,4.0,1.0,8.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A 501c3 filed a 990 containing ReasonableCauseExplanation in 2018.,237447998,REBIRTH AND DEVELOPMENT INCORPORATED,501c3,xml\2019\2019_03A\201912849349301956_public.xml,2018,990,1.0,271.0,1.0,15.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A 501c3 filed a 990 containing IRS990ScheduleN in 2018.,930634049,MARYLHURST UNIVERSITY,501c3,xml\2021\2021_01A\202110149349300326_public.xml,2018,990,1.0,230.0,1.0,1.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,1.0,20.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
A 501c3 filed a 990 containing IRS990ScheduleE in 2018.,452746812,BELLEVUE DISCOVERY CENTER FOR EARLY CHILDHOOD EDU,501c3,xml\2019\2019_03A\201913049349300001_public.xml,2018,990,1.0,200.0,1.0,3.0,1.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A 501c3 filed a 990 containing IRS990ScheduleK in 2018.,370662561,Southwestern Illinois Health Facilities Inc,501c3,xml\2019\2019_02A\201903179349303965_public.xml,2018,990,1.0,301.0,1.0,1.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,29.0,1.0,8.0,1.0,20.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,0.0,0.0,1.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A 501c3 filed a 990 containing AffiliatedGroupSchedule in 2018.,264436716,Nebraska Families Collaborative,501c3,xml\2019\2019_02A\201903189349304325_public.xml,2018,990,1.0,248.0,1.0,16.0,1.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,6.0,1.0,8.0,1.0,22.0,0.0,0.0,1.0,12.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A 501c3 filed a 990 containing IRS990ScheduleH in 2018.,941196203,DIGNITY HEALTH,501c3,xml\2020\2020_04A\202021969349302832_public.xml,2018,990,1.0,352.0,1.0,1.0,1.0,1.0,1.0,41.0,1.0,16.0,0.0,0.0,1.0,321.0,1.0,35.0,1.0,11.0,1.0,529.0,1.0,7.0,1.0,52.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A 501c3 filed a 990 containing AveragingAttachment in 2018.,431486035,MISSOURI CHILDREN'S TRUST FUND,501c3,xml\2019\2019_03A\201912949349301406_public.xml,2018,990,1.0,183.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,53.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A 501c3 filed a 990 containing AffiliateListing in 2018.,900265283,Littleton Public Schools Parent Teacher,501c3,xml\2020\2020_03A\202011979349304051_public.xml,2018,990,1.0,276.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,5.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,0.0,,,,
A 501c3 filed a 990 containing AffiliatedGroupAttachment in 2018.,133028060,OPEN SPACE INSTITUTE LAND TRUST INC,501c3,xml\2019\2019_02A\201903059349301130_public.xml,2018,990,1.0,294.0,1.0,10.0,1.0,1.0,1.0,57.0,1.0,21.0,0.0,0.0,1.0,44.0,1.0,6.0,1.0,8.0,1.0,23.0,1.0,1.0,1.0,20.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,
A 501c4 filed a 990 containing IRS990 in 2018.,742393839,WILDLIFE ASSOCIATION OF TEXAS DBA TEXAS,501c4,xml\2019\2019_02A\201903109349301005_public.xml,2018,990,1.0,454.0,0.0,0.0,1.0,1.0,1.0,18.0,0.0,0.0,1.0,11.0,1.0,6.0,1.0,5.0,1.0,6.0,1.0,22.0,1.0,1.0,1.0,12.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A 501c4 filed a 990 containing IRS990ScheduleA in 2018.,300097419,IDA VOLUNTEER FIRE DEPARTMENT,501c4,xml\2019\2019_01A\201901749349300005_public.xml,2018,990,1.0,222.0,1.0,23.0,0.0,0.0,1.0,11.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
A 501c4 filed a 990 containing IRS990ScheduleB in 2018.,526117255,Huntingtown Volunteer Fire Department,501c4,xml\2021\2021_01A\202110079349300101_public.xml,2018,990,1.0,220.0,0.0,0.0,1.0,1.0,1.0,9.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
A 501c4 filed a 990 containing IRS990ScheduleD in 2018.,590738429,Junior Chamber International (JCI) Inc,501c4,xml\2019\2019_03A\201913119349300806_public.xml,2018,990,1.0,254.0,0.0,0.0,1.0,1.0,1.0,56.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,24.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A 501c4 filed a 990 containing IRS990ScheduleF in 2018.,980211642,ARAB FUND FOR ECONOMIC AND SOCIAL DEVELOPMENT,501c4,xml\2019\2019_03A\201912819349300756_public.xml,2018,990,1.0,281.0,0.0,0.0,0.0,0.0,1.0,50.0,1.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,1.0,7.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A 501c4 filed a 990 containing IRS990ScheduleG in 2018.,530115655,LEAGUE OF WOMEN VOTERS OF THE UNITED,501c4,xml\2020\2020_02A\202011269349300206_public.xml,2018,990,1.0,302.0,0.0,0.0,1.0,1.0,1.0,27.0,0.0,0.0,1.0,63.0,1.0,10.0,0.0,0.0,1.0,10.0,1.0,25.0,0.0,0.0,1.0,13.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
